,CODE_GENDER,EXT_SOURCE_3,EMERGENCYSTATE_MODE,OCCUPATION_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,WALLSMATERIAL_MODE,REGION_RATING_CLIENT,TARGET
2397,M,0.2851799046358216,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
2412,M,0.7032033049040319,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
2413,F,0.722392890081304,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
2414,M,0.266456808245056,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
2415,F,0.5937175866150576,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
2417,F,0.7062051096536562,No,Medicine staff,Working,Secondary / secondary special,Block,3.0,0
2430,M,0.3233112448967859,No,Laborers,Working,Incomplete higher,Panel,3.0,0
2432,M,0.375711009574066,No,Cooking staff,Working,Incomplete higher,"Stone, brick",2.0,1
2448,F,0.1974745115685422,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
2459,F,0.6690566947824041,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
2472,M,0.6479768603302221,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
2487,M,0.5478104658520093,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
2495,F,0.7238369900414456,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
2504,F,0.4365064990977374,No,Sales staff,Working,Secondary / secondary special,Panel,3.0,0
2505,M,0.6127042441012546,No,Laborers,Commercial associate,Secondary / secondary special,Panel,3.0,0
2517,F,0.2103502286944494,No,High skill tech staff,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,0
2527,F,0.4578995512067301,No,Accountants,Commercial associate,Higher education,"Stone, brick",3.0,0
2528,F,0.7688075728291359,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
2530,F,0.7583930617144343,No,Core staff,State servant,Higher education,Panel,2.0,0
2550,F,0.6127042441012546,No,Cooking staff,Working,Secondary / secondary special,Panel,2.0,0
2571,M,0.5709165417729987,No,Laborers,Working,Higher education,Panel,2.0,0
2581,F,0.8633633824101478,No,Sales staff,Working,Higher education,Panel,1.0,0
2593,F,0.7764098512142026,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
2596,M,0.2881295999178507,No,Managers,Commercial associate,Secondary / secondary special,Panel,2.0,0
2614,F,0.5495965024956946,No,Accountants,Working,Secondary / secondary special,Panel,2.0,0
2620,F,0.7583930617144343,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,1
2638,F,0.4118485559242397,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
2697,F,0.5902333386185574,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
2707,F,0.7136313997323308,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
2714,M,0.3927738606031339,No,Managers,Commercial associate,Higher education,Panel,1.0,0
2716,M,0.6674577419214722,No,Laborers,Working,Lower secondary,"Stone, brick",2.0,0
2737,M,0.5638350489514956,No,Security staff,Commercial associate,Secondary / secondary special,Block,2.0,1
2766,F,0.2340151665320674,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,0
2784,M,0.4794489811780563,No,Cooking staff,Working,Incomplete higher,"Stone, brick",2.0,0
2792,M,0.5190973382084597,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
2795,M,0.4031416766587513,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
2800,F,0.7490217048463391,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,1.0,0
2823,F,0.8193176922872417,No,Core staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
2824,M,0.8564128001975257,No,Laborers,Commercial associate,Secondary / secondary special,Monolithic,2.0,0
2828,F,0.5226973172821112,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
2836,F,0.0867312636469601,No,Managers,Working,Secondary / secondary special,Panel,2.0,0
2845,F,0.5656079814115492,No,Managers,Working,Secondary / secondary special,Mixed,3.0,0
2855,F,0.8297501422395771,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
2878,F,0.3539876078507373,No,Drivers,Commercial associate,Incomplete higher,Panel,2.0,0
2887,M,0.5954562029091491,No,Drivers,Commercial associate,Secondary / secondary special,Panel,2.0,0
2888,F,0.6430255641096323,No,Medicine staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
2924,F,0.3656165070113335,No,Accountants,Commercial associate,Higher education,"Stone, brick",2.0,0
2925,F,0.7352209993926424,No,Accountants,Commercial associate,Higher education,Panel,2.0,0
2928,F,0.2115507642052577,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
2947,F,0.4722533429586386,No,Medicine staff,Working,Secondary / secondary special,Panel,3.0,1
2952,M,0.3296550543128238,No,Managers,Working,Higher education,Panel,2.0,0
2962,F,0.4992720153045617,No,Laborers,Working,Higher education,Panel,2.0,0
2963,M,0.2837118826350007,No,Managers,Working,Secondary / secondary special,Panel,2.0,0
2966,F,0.2778856891082046,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,3.0,0
2968,F,0.5673792367572691,No,Medicine staff,Working,Higher education,"Stone, brick",2.0,0
2977,F,0.7898803468924867,No,Low-skill Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
2987,M,0.7324033228040929,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
2994,M,0.7001838506835805,No,Security staff,Working,Secondary / secondary special,Panel,3.0,0
3017,M,0.6109913280868294,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
3024,F,0.3556387169923543,No,Accountants,Working,Higher education,"Stone, brick",3.0,0
3031,M,0.1745642655572634,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,0
3037,M,0.6313545365850379,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
3038,F,0.2445163919946749,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,0
3068,M,0.4241303111942548,No,Laborers,Working,Higher education,Panel,2.0,0
3079,M,0.6706517530862718,No,Cleaning staff,Commercial associate,Secondary / secondary special,Block,2.0,0
3080,M,0.7091891096653581,No,Laborers,Commercial associate,Higher education,Monolithic,2.0,0
3086,M,0.6041125998015721,No,HR staff,Commercial associate,Incomplete higher,Panel,2.0,0
3130,F,0.7981372313187245,No,Sales staff,Commercial associate,Higher education,Panel,3.0,1
3134,M,0.5172965813614878,No,Drivers,Commercial associate,Secondary / secondary special,Panel,2.0,0
3135,M,0.5531646987710016,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
3141,F,0.646329897706246,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
3151,F,0.3706496323299817,No,Accountants,Working,Higher education,Block,3.0,0
3152,F,0.3154721549257734,No,Accountants,Working,Higher education,Panel,1.0,0
3171,F,0.0005272652387098,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
3174,F,0.1595195404777181,No,Drivers,State servant,Secondary / secondary special,Panel,2.0,0
3179,M,0.4866531565147181,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
3180,F,0.4311917977993083,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
3181,M,0.5064842396679806,No,Managers,Working,Higher education,Wooden,2.0,0
3182,F,0.4632753280912678,No,Core staff,Working,Secondary / secondary special,Panel,2.0,0
3183,F,0.6940926425266661,No,Security staff,Working,Secondary / secondary special,Panel,2.0,0
3186,F,0.3506958432829587,Yes,Sales staff,Working,Secondary / secondary special,Wooden,2.0,0
3205,F,0.5762088360175724,No,Core staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
3208,F,0.7503751495159068,No,Medicine staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
3209,F,0.6127042441012546,No,Sales staff,Working,Higher education,"Stone, brick",1.0,0
3231,F,0.4830501881366946,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
3232,F,0.4543210601605785,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
3233,M,0.0850326148969535,No,Core staff,State servant,Higher education,"Stone, brick",3.0,0
3235,F,0.5797274227921155,No,Accountants,Working,Higher education,Panel,2.0,0
3237,M,0.7194907850918436,No,Drivers,Working,Secondary / secondary special,Block,2.0,0
3239,F,0.4382813743111921,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
3252,M,0.4848514754962666,No,Managers,Working,Secondary / secondary special,"Stone, brick",2.0,0
3254,F,0.8182475079127519,No,HR staff,State servant,Higher education,"Stone, brick",2.0,0
3282,F,0.5442347412142162,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
3301,F,0.7180328113294772,No,Laborers,Working,Secondary / secondary special,Panel,3.0,0
3319,F,0.4920600938649263,No,Medicine staff,Commercial associate,Higher education,"Stone, brick",2.0,0
3346,F,0.5673792367572691,No,Laborers,Commercial associate,Higher education,"Stone, brick",1.0,0
3377,F,0.7394117535524816,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
3384,M,0.1351060157401717,No,Core staff,State servant,Secondary / secondary special,Panel,3.0,0
3385,F,0.3001077565791181,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
3394,F,0.7281412993111438,No,Managers,Commercial associate,Secondary / secondary special,Panel,3.0,1
3401,M,0.4471785780453068,No,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,0
3412,F,0.6296742509538716,No,Core staff,Working,Higher education,Panel,3.0,0
3419,M,0.1096264336424546,No,Drivers,Commercial associate,Secondary / secondary special,Panel,1.0,1
3420,F,0.3312508645909018,No,Cleaning staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
3423,M,0.4596904504249018,No,Sales staff,Working,Secondary / secondary special,Block,2.0,0
3434,M,0.6006575372857061,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
3443,F,0.3944954053123993,No,Cleaning staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
3455,M,0.7165702448010511,No,Core staff,Working,Secondary / secondary special,Panel,2.0,0
3460,F,0.3927738606031339,No,Managers,Working,Higher education,"Stone, brick",2.0,0
3468,F,0.5849900404894085,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
3469,F,0.4241303111942548,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
3478,M,0.7662336700704004,No,Laborers,Commercial associate,Higher education,Panel,2.0,0
3479,F,0.3606125659189888,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
3523,F,0.2778856891082046,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
3528,F,0.5280927512030451,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
3533,F,0.25533177083329,No,Accountants,Working,Higher education,Panel,1.0,0
3555,M,0.4276573700350293,No,Core staff,Working,Higher education,Panel,2.0,0
3559,M,0.5744466170995097,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
3614,F,0.3016248916841194,No,Accountants,Working,Secondary / secondary special,Monolithic,3.0,0
3615,F,0.6363761710860439,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
3634,M,0.2079641743053816,No,Accountants,Commercial associate,Higher education,"Stone, brick",2.0,0
3641,M,0.5954562029091491,No,Core staff,Working,Secondary / secondary special,Panel,2.0,0
3644,F,0.6127042441012546,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
3652,F,0.6894791426446275,No,Sales staff,Working,Secondary / secondary special,Block,2.0,0
3666,M,0.6832688314232291,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
3687,F,0.475849908720221,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,0
3694,M,0.6545292802242897,No,Laborers,Working,Higher education,Panel,2.0,0
3712,M,0.3539876078507373,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
3715,F,0.524496446363472,No,Managers,Working,Higher education,Panel,2.0,0
3719,M,0.5989262182569273,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,0
3736,F,0.5585066276769286,No,Core staff,Commercial associate,Higher education,"Stone, brick",2.0,0
3784,F,0.7136313997323308,Yes,Managers,Working,Higher education,Wooden,3.0,0
3794,F,0.4668640059537032,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
3811,F,0.5190973382084597,Yes,Realty agents,Working,Secondary / secondary special,Others,2.0,0
3812,F,0.7688075728291359,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
3820,M,0.7180328113294772,No,Drivers,Working,Higher education,Panel,3.0,0
3838,F,0.3774042489507649,No,High skill tech staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
3845,M,0.656158373001177,No,Core staff,State servant,Higher education,"Stone, brick",2.0,0
3879,M,0.4489622731076524,No,Drivers,Commercial associate,Higher education,"Stone, brick",2.0,0
3880,M,0.4956658291397297,No,Managers,Working,Secondary / secondary special,Panel,3.0,0
3885,M,0.3409064264152384,No,Drivers,Commercial associate,Secondary / secondary special,Panel,2.0,0
3887,M,0.6347055309763198,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
3899,F,0.3280631605201915,No,Core staff,Commercial associate,Incomplete higher,Panel,2.0,0
3900,F,0.622922000268356,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
3901,F,0.7180328113294772,No,Security staff,Working,Secondary / secondary special,Block,2.0,0
3909,F,0.5046813193144684,No,Laborers,Working,Secondary / secondary special,Mixed,2.0,0
3911,F,0.5478104658520093,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
3916,F,0.3328505641648731,No,Accountants,Working,Higher education,Panel,3.0,0
3926,M,0.8224987619370829,No,Laborers,Commercial associate,Secondary / secondary special,Panel,1.0,0
3929,M,0.524496446363472,No,Core staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
3930,F,0.1604889306273446,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
3933,F,0.6848276586890367,No,Managers,Working,Secondary / secondary special,Panel,2.0,0
3938,M,0.3539876078507373,No,Drivers,Working,Secondary / secondary special,Panel,1.0,0
3962,M,0.6161216908872079,No,Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
3963,F,0.6263042766749393,No,Accountants,Working,Higher education,"Stone, brick",2.0,0
3964,F,0.6848276586890367,No,Managers,Working,Higher education,"Stone, brick",3.0,0
3965,F,0.1951984060044098,No,Drivers,Working,Secondary / secondary special,Block,2.0,0
3976,F,0.4848514754962666,No,HR staff,Working,Higher education,"Stone, brick",2.0,0
3982,F,0.4938628816996244,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
3994,F,0.5370699579791587,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
4005,F,0.3572932680336494,No,Core staff,State servant,Secondary / secondary special,"Stone, brick",1.0,0
4053,M,0.7826078370261895,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
4065,F,0.5744466170995097,No,Core staff,State servant,Secondary / secondary special,Panel,2.0,0
4073,F,0.5797274227921155,No,Managers,Working,Higher education,Block,2.0,0
4085,M,0.7407990879702335,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
4089,F,0.6058362647264226,No,Core staff,State servant,Higher education,Panel,3.0,0
4090,F,0.6674577419214722,No,Medicine staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
4094,F,0.7016957740576931,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
4096,F,0.5100895276257282,No,Secretaries,Working,Secondary / secondary special,Panel,2.0,0
4100,F,0.5620604831738043,No,Core staff,Working,Incomplete higher,"Stone, brick",1.0,0
4103,F,0.1556893746835917,No,Medicine staff,Working,Higher education,"Stone, brick",2.0,0
4106,M,0.7001838506835805,Yes,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
